tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
569989504431316993,neutral,1.0,None,0.0,Virgin America,HanlonBrothers,0, new marketing song  let us know what you think,2015-02-23 14:37:42,"Gold Coast, Australia",Brisbane
569989321698074624,neutral,1.0,None,0.0,Virgin America,emilybg78,0,   julie andrews first but lady gaga wowd me last night carrie meh,2015-02-23 14:36:58,"Stockton, CA",Arizona
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,rachie1126,0, i called a 34 weeks ago about adding 3 flights from 2014 to my elevatethey still havent shown uphelp,2015-02-23 14:35:50,"New York, NY",Eastern Time (US & Canada)
569987622484848640,neutral,0.6858,None,0.0,Virgin America,adawson66,0,   all are great  but i have to go with carrieunderwood ,2015-02-23 14:30:13,,
569986782567071744,neutral,1.0,None,0.0,Virgin America,SocialPLC,0,   sorry mary martin had it first,2015-02-23 14:26:53,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,positive,1.0,None,0.0,Virgin America,jeffreymace01,0,    love all three but you really cant beat the classics,2015-02-23 14:25:09,,
569982307634794497,neutral,0.6814,None,0.0,Virgin America,1stcrown,0, flight 0736 dal to dca 224 210pm tried to check in could not status please,2015-02-23 14:09:06,USA,Central Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,onerockgypsy,0, heyyyy guyyyys been trying to get through for an hour can someone call me please ,2015-02-23 13:46:30,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,noelduan,0, hi virgin im on hold for 4050 minutes  are there any earlier flights from la to nyc tonight earlier than 1150pm,2015-02-23 13:35:23,SF ↔ NY,Eastern Time (US & Canada)
569972508499283968,positive,0.6922,None,0.0,Virgin America,Travelzoo,0, congrats on winning the  award for best deals from an airline us ,2015-02-23 13:30:10,"New York, NY",Pacific Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,gianagon,0, everything was fine until you lost my bag,2015-02-23 13:08:21,New York + Panama,Eastern Time (US & Canada)
569961866224652288,neutral,1.0,None,0.0,Virgin America,bxchen,0, need to change reservation have virgin credit card do i need to modify on phone to waive change fee or can i do online,2015-02-23 12:47:52,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,neutral,0.6492,None,0.0,Virgin America,seimatrun,0, i emailed your customer service team let me know if you need the tracking number,2015-02-23 12:00:17,Los Angeles,
569948966873370625,neutral,1.0,None,0.0,Virgin America,jamied7,0, hi i just booked a flight but need to add baggage how can i do this,2015-02-23 11:56:37,"London, England",London
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,seimatrun,0, your airline is awesome but your lax loft needs to step up its game 40 for dirty tables and floors ,2015-02-23 11:46:16,Los Angeles,
569942903683813376,positive,1.0,None,0.0,Virgin America,mrmichaellay,0, not worried its been a great ride in a new plane with great crew all airlines should be like this,2015-02-23 11:32:31,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,positive,1.0,None,0.0,Virgin America,TaylorLumsden,0, awesome i flew yall sat morning any way we can correct my bill ,2015-02-23 11:28:46,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,neutral,1.0,None,0.0,Virgin America,campusmoviefest,0, or watch some of the best student films in the country at 35000 feet cmfat35000feet ,2015-02-23 11:24:18,USA,Eastern Time (US & Canada)
569940323746516993,neutral,1.0,None,0.0,Virgin America,TaylorLumsden,0, first time flying you all do you have a different ratepolicy for media bags thanks,2015-02-23 11:22:16,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,meme_meng,0, what is going on with customer service is there anyway to speak to a human asap thank you,2015-02-23 11:02:02,,
569934395865493504,neutral,1.0,None,0.0,Virgin America,kyle_romanoff,0, what happened to doom,2015-02-23 10:58:43,,
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,GunsNDip,0, why cant you supp the biz traveler like   and have customer service like  neverflyvirginforbusiness,2015-02-23 10:56:25,,Pacific Time (US & Canada)
569933777931145216,positive,1.0,None,0.0,Virgin America,artisticwritr87,0, ive applied more then once to be a member of the inflight crew teamim 100 interested flightattendant dreampath g,2015-02-23 10:56:16,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,arieldaie,0, youre the best whenever i begrudgingly use any other airline im delayed and late flight ,2015-02-23 10:54:47,Los Angeles,
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0, i have no interesting flying with you after this i will cancelled flight my next four flights i plannedneverflyvirginforbusiness,2015-02-23 10:54:36,,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0, it was a disappointing experience which will be shared with every business traveler i meet neverflyvirgin,2015-02-23 10:38:14,,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,jsatk,0, im having trouble adding this flight my wife booked to my elevate account help ,2015-02-23 10:29:19,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,neutral,0.6705,None,0.0,Virgin America,serenaklal,0, cant bring up my reservation online using flight booking problems code,2015-02-23 10:15:00,Chicago,Eastern Time (US & Canada)
569922008588222465,neutral,1.0,None,0.0,Virgin America,openambit1,0, random q whats the distribution of elevate avatars i bet that kitty has a disproportionate share ,2015-02-23 10:09:30,,
569920824905306113,neutral,0.6545,None,0.0,Virgin America,cabowine,0, i lt3 flying va but life happens and i am trying to change my trip jperhi  can you helpva home page will not let me ,2015-02-23 10:04:47,"Los Cabos,Mexico",Arizona
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,MaryAnnTaylorT,0, why is the site down  when will it be back up,2015-02-23 09:57:42,"New York, NY",Arizona
569915941192015872,neutral,1.0,None,0.0,Virgin America,RamotControl,0, you down with rnp yeah you know me,2015-02-23 09:45:23,,Pacific Time (US & Canada)
569913339427434496,neutral,0.6639,None,0.0,Virgin America,losermelon,0, hi i did not get points on my elevate account for my most recent flight how do i add the flight and points to my account,2015-02-23 09:35:03,,
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,AlisonK33774854,0, i like the tv and interesting video  just disappointed in cancelled flightled flight when other flights went out to jfk on saturday ,2015-02-23 09:29:00,,
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,GunsNDip,0, just landed in lax an hour after i should of been here your no late flight bag check is not business travel friendly nomorevirgin,2015-02-23 09:28:26,,Pacific Time (US & Canada)
569911218942517248,neutral,0.6765,None,0.0,Virgin America,yazdanagh,0, why is flight 345 redirected,2015-02-23 09:26:37,,
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,MerchEngines,0, is it me or is your website down  btw your new website isnt a great user experience  time for another redesign,2015-02-23 09:25:41,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,ColorCartel,0, i cant check in or add a bag your website isnt working ive tried both desktop and mobile ,2015-02-23 09:18:42,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,MustBeSpoken,0,  let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin uncomfortable,2015-02-23 09:11:12,,
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,mattbunk,0, what is your phone number i cant find who to call about a flight reservation,2015-02-23 08:29:21,"Sterling Heights, MI",Eastern Time (US & Canada)
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,louisjenny,0, is anyone doing anything there today  website is useless and no one is answering the phone,2015-02-23 08:19:59,Washington DC,Quito
569894407001939968,neutral,1.0,None,0.0,Virgin America,STravelsW,0, trying to add my boy prince to my ressie sf this thursday  from lax ,2015-02-23 08:19:49,"Manhattan Beach, CA",
569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,GunsNDip,0, why must a traveler miss a flight to late flight check a bag  i missed my morning appointments and you lost my business sfo2lax,2015-02-23 08:11:03,,Pacific Time (US & Canada)
569891469210755074,neutral,1.0,None,0.0,Virgin America,joeyrenagade,0, check out new music ,2015-02-23 08:08:08,Greater Los Angeles,
569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,mrmichaellay,0, hows a direct flight fllgtsfo have unexpected layover in vegas 4 fuel yet peeps next to me bought for vegas flight sneaky,2015-02-23 08:08:01,Floridian from Cincinnati ,Eastern Time (US & Canada)
569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,GunsNDip,0, your no late flight bag check just lost you my business i missed flight and am apt three other people on flight had same exp,2015-02-23 07:51:37,,Pacific Time (US & Canada)
569887049446076416,positive,1.0,None,0.0,Virgin America,TheDuchessSF,0,  amazing customer  service again  raeann in sf  shes the best customerservice virginamerica flying,2015-02-23 07:50:35,Online,Pacific Time (US & Canada)
569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,BeLeather,0, called your service line and was hung up on this is awesome sarcasm,2015-02-23 07:40:39,,Pacific Time (US & Canada)
569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,BeLeather,0, your site is tripping im trying to check in and im getting the plain text version i am reluctant to enter any card info,2015-02-23 07:40:05,,Pacific Time (US & Canada)
569881548515708928,neutral,0.6593,None,0.0,Virgin America,drcaseydrake,0, i was scheduled for sfo 2 dal flight 714 today changed to 24th due weather looks like flight still on,2015-02-23 07:28:43,"Dallas, TX",
569873669700358144,positive,0.6823,None,0.0,Virgin America,flyfromWAS,0, has getaway deals through may from 59 oneway lots of cool cities  cheapflights farecompare,2015-02-23 06:57:25,"Washington, DC",Eastern Time (US & Canada)
569873668131717120,neutral,1.0,None,0.0,Virgin America,flyfromSEA,0, has getaway deals through may from 59 oneway lots of cool cities  cheapflights farecompare,2015-02-23 06:57:24,Seattle,Central Time (US & Canada)
569873665640292353,positive,0.6806,None,0.0,Virgin America,flyfromNYC,0, has getaway deals through may from 59 oneway lots of cool cities  cheapflights farecompare,2015-02-23 06:57:24,"New York City, NY",Central Time (US & Canada)
569873664612704256,neutral,0.6529,None,0.0,Virgin America,flyfromLAX,0, has getaway deals through may from 59 oneway lots of cool cities  cheapflights farecompare,2015-02-23 06:57:24,"Los Angeles, CA",Central Time (US & Canada)
569872058613673984,positive,0.6779999999999999,None,0.0,Virgin America,Silvanabfer,0, have a great week ,2015-02-23 06:51:01,,
569861209781989377,positive,0.3482,None,0.0,Virgin America,AdamJdubs,0, come back to phl already we need you to take us out of this horrible cold pleasecomeback ,2015-02-23 06:07:54,Earth,Eastern Time (US & Canada)
569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,nicholas_v,0, should i be concerned that i am about to fly on a plane that needs to be delayed due to a tech stop,2015-02-23 05:15:06,,Eastern Time (US & Canada)
569814339785338880,positive,1.0,None,0.0,Virgin America,tstashajones,0, is the best airline i have flown oneasy to change your reservationhelpful representatives amp a comfortable flying experience,2015-02-23 03:01:39,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
569777607371128834,positive,1.0,None,0.0,Virgin America,SkateMamas,0, and again another rep kicked butt naelah represents your team so beautifully thank you,2015-02-23 00:35:42,"Los Angeles, CA",
569774078233419776,positive,1.0,None,0.0,Virgin America,dngoo,0, your beautiful frontend design is down right now but it was cool to still book my ticket bc all your backend was secure,2015-02-23 00:21:40,"Near a park, water, or lights",Pacific Time (US & Canada)
569770363623575552,positive,1.0,None,0.0,Virgin America,SamBrittenham,0, love the team running gate e9 at las tonight waited for a delayed flight and they kept things entertaining,2015-02-23 00:06:55,USA,Eastern Time (US & Canada)
569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,usagibrian,0, use another browser 2015 amp a brand with a reputation built on tech response doesnt have a crossbrowser compatible website,2015-02-22 22:39:18,San Francisco CA,Pacific Time (US & Canada)
569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,usagibrian,0, and now the flight flight booking problems site is totally down folks what is the problem,2015-02-22 22:11:07,San Francisco CA,Pacific Time (US & Canada)
569737603617943552,negative,1.0,Customer Service Issue,0.6527,Virgin America,KindofLuke,0, i like the customer service but a 40 min delay just for connecting passengers seems too long va370,2015-02-22 21:56:44,,
569714127792254976,positive,1.0,None,0.0,Virgin America,ptbrodie,0, thanks to your outstanding nycjfk crew who moved mountains to get me home to san francisco tonight,2015-02-22 20:23:27,San Francisco,
569675144353828864,positive,1.0,None,0.0,Virgin America,cheryleng,0, you have the absolute best team and customer service ever  every time i fly with you im delighted  thank you,2015-02-22 17:48:33,,Pacific Time (US & Canada)
569674358135914496,neutral,1.0,None,0.0,Virgin America,HishamSharaby,0, do you provide complimentary upgrades to first class if there are available seats,2015-02-22 17:45:25,New York,Eastern Time (US & Canada)
569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,ChrisFordisHere,0, i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone im calling intern help,2015-02-22 17:14:06,NYC,Tehran
569652497947734017,positive,1.0,None,0.0,Virgin America,JKF1897,0, completely awesome experience last month boslas nonstop thanks for such an awesome flight and depart time vabeatsjblue,2015-02-22 16:18:33,,
569649116487290880,neutral,1.0,None,0.0,Virgin America,F6x,0, how can i watch the oscars2015 on my jfkgtsfo flight,2015-02-22 16:05:07,"San Francisco, CA",Pacific Time (US & Canada)
569643262459269120,neutral,0.6535,None,0.0,Virgin America,lawyang588,0, is flight 882 cancelled flightled and what do i do if it is,2015-02-22 15:41:51,,
569642845516275712,negative,1.0,Customer Service Issue,0.6448,Virgin America,melokudo,0, you are failing your customers because your check in process does not link to tsa precheck,2015-02-22 15:40:12,,Eastern Time (US & Canada)
569634318349246464,negative,1.0,Can't Tell,1.0,Virgin America,ChrysiChrysic,0,  us too terrible airline just gave us a hotel hotline number and said sorry,2015-02-22 15:06:19,,
569633630978310145,neutral,1.0,None,0.0,Virgin America,nikkisixxfan93,0, has flight number 276 from sfo to cabo san lucas arrived yet,2015-02-22 15:03:35,"Sacramento,California",Pacific Time (US & Canada)
569633279546036224,negative,1.0,Cancelled Flight,0.6875,Virgin America,ChrysiChrysic,0,  your assistance yesterday when u cancelled flightled our flight was to give us a hotel hotline  shame on you,2015-02-22 15:02:11,,
569630092273410048,negative,1.0,Late Flight,1.0,Virgin America,MOCBlogger,0, another delayed flight likingyoulessandless,2015-02-22 14:49:31,San Diego,Alaska
569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,tfaz,0, i need to register a service dog for a first class ticket from sfo gt dulles the phone queue is an hour or longer pls advise,2015-02-22 14:39:09,"Oakland, California",Pacific Time (US & Canada)
569625739231948800,positive,1.0,None,0.0,Virgin America,lisaptv,1, you rock for making it so i can watch oscars on my flight redcarpet oscars oscars2015,2015-02-22 14:32:14,,Mountain Time (US & Canada)
569625609799774208,neutral,1.0,None,0.0,Virgin America,dropapp,0,  dropped a track on you ,2015-02-22 14:31:43,,
569620102389350401,positive,0.7011,None,0.0,Virgin America,HollywoodHotMom,0, always xoxo,2015-02-22 14:09:50,All Over!,Pacific Time (US & Canada)
569619569372823552,negative,1.0,Flight Booking Problems,1.0,Virgin America,GoShar2012,0, why cant we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated,2015-02-22 14:07:43,"Providence, RI",Eastern Time (US & Canada)
569618527948115968,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,MOCBlogger,0, youd think paying an extra 100 bucks rt for luggage might afford you hiring an extra hand at  lame,2015-02-22 14:03:34,San Diego,Alaska
569616490380439552,positive,1.0,None,0.0,Virgin America,SkateMamas,0, best customer service rep in the world irmafromdallas takes the cake,2015-02-22 13:55:28,"Los Angeles, CA",
569615109363929088,neutral,0.355,None,0.0,Virgin America,FiDiFamilies,0, can you find us a flt out of lax that is sooner than midnight on monday that would be great customer service ,2015-02-22 13:49:59,New York City ,Eastern Time (US & Canada)
569614365755899905,negative,0.6889,Late Flight,0.6889,Virgin America,jarrydosborne,0, please provide status for flight 769  i cant imagine its on time as the web indicates  dude to weather here andor dallas,2015-02-22 13:47:02,New York,Eastern Time (US & Canada)
569614024578600960,positive,1.0,None,0.0,Virgin America,HollywoodHotMom,0, you have amazing staff amp super helpful as i just ran the  princesshalf they have spoiled me with comfort,2015-02-22 13:45:41,All Over!,Pacific Time (US & Canada)
569609971383586817,negative,1.0,Cancelled Flight,1.0,Virgin America,mlorenzen,0, i paid the premium to fly you across the country you cancelled flight my flight and offer no check fee or upgrade love sad face ,2015-02-22 13:29:34,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
569608328998887424,negative,0.679,Flight Booking Problems,0.3684,Virgin America,Tyler_Starrine,0, question is it not possible to book a seat for an infant under 2 its not giving me the option but we want a seat for him,2015-02-22 13:23:03,Los Angeles,Pacific Time (US & Canada)
569599867716132864,positive,1.0,None,0.0,Virgin America,jessicajaymes,2,always have it together youre welcome rt   youre so welcome,2015-02-22 12:49:25,"hollywood, california",Pacific Time (US & Canada)
569596445680115712,positive,1.0,None,0.0,Virgin America,livingfitly,0, flight home to dc sunset globe in backtowinter back to work refreshed ,2015-02-22 12:35:49,"Washington, DC",Eastern Time (US & Canada)
